service_date,route_id,trip_id,stop_id,arrival_time,departure_time,stop_sequence,direction_id,direction
2025-01-21,Red,trip_02376,stop_007,05:36:00,05:37:00,2,0,Outbound
2025-01-22,Orange,trip_02377,stop_008,06:37:00,06:38:00,3,1,Inbound
2025-01-23,Red,trip_02378,stop_009,07:38:00,07:39:00,4,0,Outbound
2025-01-24,Orange,trip_02379,stop_010,08:39:00,08:40:00,5,1,Inbound
2025-01-25,Red,trip_02380,stop_011,09:40:00,09:41:00,6,0,Outbound
2025-01-26,Orange,trip_02381,stop_012,10:41:00,10:42:00,7,1,Inbound
2025-01-27,Red,trip_02382,stop_013,11:42:00,11:43:00,8,0,Outbound
2025-01-28,Orange,trip_02383,stop_014,12:43:00,12:44:00,9,1,Inbound
2025-01-29,Red,trip_02384,stop_015,13:44:00,13:45:00,10,0,Outbound
2025-01-30,Orange,trip_02385,stop_016,14:45:00,14:46:00,11,1,Inbound
2025-01-31,Red,trip_02386,stop_017,15:46:00,15:47:00,12,0,Outbound
2025-01-01,Orange,trip_02387,stop_018,16:47:00,16:48:00,13,1,Inbound
2025-01-02,Red,trip_02388,stop_019,17:48:00,17:49:00,14,0,Outbound
2025-01-03,Orange,trip_02389,stop_020,18:49:00,18:50:00,15,1,Inbound
2025-01-04,Red,trip_02390,stop_021,19:50:00,19:51:00,16,0,Outbound
2025-01-05,Orange,trip_02391,stop_022,20:51:00,20:52:00,17,1,Inbound
2025-01-06,Red,trip_02392,stop_023,21:52:00,21:53:00,18,0,Outbound
2025-01-07,Orange,trip_02393,stop_024,22:53:00,22:54:00,19,1,Inbound
2025-01-08,Red,trip_02394,stop_025,05:54:00,05:55:00,20,0,Outbound
2025-01-09,Orange,trip_02395,stop_026,06:55:00,06:56:00,21,1,Inbound
2025-01-10,Red,trip_02396,stop_027,07:56:00,07:57:00,22,0,Outbound
2025-01-11,Orange,trip_02397,stop_028,08:57:00,08:58:00,23,1,Inbound
2025-01-12,Red,trip_02398,stop_029,09:58:00,09:59:00,24,0,Outbound
2025-01-13,Orange,trip_02399,stop_030,10:59:00,10:00:00,25,1,Inbound
2025-01-14,Red,trip_02400,stop_001,11:00:00,11:01:00,1,0,Outbound
2025-01-15,Orange,trip_02401,stop_002,12:01:00,12:02:00,2,1,Inbound
2025-01-16,Red,trip_02402,stop_003,13:02:00,13:03:00,3,0,Outbound
2025-01-17,Orange,trip_02403,stop_004,14:03:00,14:04:00,4,1,Inbound
2025-01-18,Red,trip_02404,stop_005,15:04:00,15:05:00,5,0,Outbound
2025-01-19,Orange,trip_02405,stop_006,16:05:00,16:06:00,6,1,Inbound
2025-01-20,Red,trip_02406,stop_007,17:06:00,17:07:00,7,0,Outbound
2025-01-21,Orange,trip_02407,stop_008,18:07:00,18:08:00,8,1,Inbound
2025-01-22,Red,trip_02408,stop_009,19:08:00,19:09:00,9,0,Outbound
2025-01-23,Orange,trip_02409,stop_010,20:09:00,20:10:00,10,1,Inbound
2025-01-24,Red,trip_02410,stop_011,21:10:00,21:11:00,11,0,Outbound
2025-01-25,Orange,trip_02411,stop_012,22:11:00,22:12:00,12,1,Inbound
2025-01-26,Red,trip_02412,stop_013,05:12:00,05:13:00,13,0,Outbound
2025-01-27,Orange,trip_02413,stop_014,06:13:00,06:14:00,14,1,Inbound
2025-01-28,Red,trip_02414,stop_015,07:14:00,07:15:00,15,0,Outbound
2025-01-29,Orange,trip_02415,stop_016,08:15:00,08:16:00,16,1,Inbound
2025-01-30,Red,trip_02416,stop_017,09:16:00,09:17:00,17,0,Outbound
2025-01-31,Orange,trip_02417,stop_018,10:17:00,10:18:00,18,1,Inbound
2025-01-01,Red,trip_02418,stop_019,11:18:00,11:19:00,19,0,Outbound
2025-01-02,Orange,trip_02419,stop_020,12:19:00,12:20:00,20,1,Inbound
2025-01-03,Red,trip_02420,stop_021,13:20:00,13:21:00,21,0,Outbound
2025-01-04,Orange,trip_02421,stop_022,14:21:00,14:22:00,22,1,Inbound
2025-01-05,Red,trip_02422,stop_023,15:22:00,15:23:00,23,0,Outbound
2025-01-06,Orange,trip_02423,stop_024,16:23:00,16:24:00,24,1,Inbound
2025-01-07,Red,trip_02424,stop_025,17:24:00,17:25:00,25,0,Outbound
2025-01-08,Orange,trip_02425,stop_026,18:25:00,18:26:00,1,1,Inbound
2025-01-09,Red,trip_02426,stop_027,19:26:00,19:27:00,2,0,Outbound
2025-01-10,Orange,trip_02427,stop_028,20:27:00,20:28:00,3,1,Inbound
2025-01-11,Red,trip_02428,stop_029,21:28:00,21:29:00,4,0,Outbound
2025-01-12,Orange,trip_02429,stop_030,22:29:00,22:30:00,5,1,Inbound
2025-01-13,Red,trip_02430,stop_001,05:30:00,05:31:00,6,0,Outbound
2025-01-14,Orange,trip_02431,stop_002,06:31:00,06:32:00,7,1,Inbound
2025-01-15,Red,trip_02432,stop_003,07:32:00,07:33:00,8,0,Outbound
2025-01-16,Orange,trip_02433,stop_004,08:33:00,08:34:00,9,1,Inbound
2025-01-17,Red,trip_02434,stop_005,09:34:00,09:35:00,10,0,Outbound
2025-01-18,Orange,trip_02435,stop_006,10:35:00,10:36:00,11,1,Inbound
2025-01-19,Red,trip_02436,stop_007,11:36:00,11:37:00,12,0,Outbound
2025-01-20,Orange,trip_02437,stop_008,12:37:00,12:38:00,13,1,Inbound
2025-01-21,Red,trip_02438,stop_009,13:38:00,13:39:00,14,0,Outbound
2025-01-22,Orange,trip_02439,stop_010,14:39:00,14:40:00,15,1,Inbound
2025-01-23,Red,trip_02440,stop_011,15:40:00,15:41:00,16,0,Outbound
2025-01-24,Orange,trip_02441,stop_012,16:41:00,16:42:00,17,1,Inbound
2025-01-25,Red,trip_02442,stop_013,17:42:00,17:43:00,18,0,Outbound
2025-01-26,Orange,trip_02443,stop_014,18:43:00,18:44:00,19,1,Inbound
2025-01-27,Red,trip_02444,stop_015,19:44:00,19:45:00,20,0,Outbound
2025-01-28,Orange,trip_02445,stop_016,20:45:00,20:46:00,21,1,Inbound
2025-01-29,Red,trip_02446,stop_017,21:46:00,21:47:00,22,0,Outbound
2025-01-30,Orange,trip_02447,stop_018,22:47:00,22:48:00,23,1,Inbound
2025-01-31,Red,trip_02448,stop_019,05:48:00,05:49:00,24,0,Outbound
2025-01-01,Orange,trip_02449,stop_020,06:49:00,06:50:00,25,1,Inbound
2025-01-02,Red,trip_02450,stop_021,07:50:00,07:51:00,1,0,Outbound
2025-01-03,Orange,trip_02451,stop_022,08:51:00,08:52:00,2,1,Inbound
2025-01-04,Red,trip_02452,stop_023,09:52:00,09:53:00,3,0,Outbound
2025-01-05,Orange,trip_02453,stop_024,10:53:00,10:54:00,4,1,Inbound
2025-01-06,Red,trip_02454,stop_025,11:54:00,11:55:00,5,0,Outbound
2025-01-07,Orange,trip_02455,stop_026,12:55:00,12:56:00,6,1,Inbound
2025-01-08,Red,trip_02456,stop_027,13:56:00,13:57:00,7,0,Outbound
2025-01-09,Orange,trip_02457,stop_028,14:57:00,14:58:00,8,1,Inbound
2025-01-10,Red,trip_02458,stop_029,15:58:00,15:59:00,9,0,Outbound
2025-01-11,Orange,trip_02459,stop_030,16:59:00,16:00:00,10,1,Inbound
2025-01-12,Red,trip_02460,stop_001,17:00:00,17:01:00,11,0,Outbound
2025-01-13,Orange,trip_02461,stop_002,18:01:00,18:02:00,12,1,Inbound
2025-01-14,Red,trip_02462,stop_003,19:02:00,19:03:00,13,0,Outbound
2025-01-15,Orange,trip_02463,stop_004,20:03:00,20:04:00,14,1,Inbound
2025-01-16,Red,trip_02464,stop_005,21:04:00,21:05:00,15,0,Outbound
2025-01-17,Orange,trip_02465,stop_006,22:05:00,22:06:00,16,1,Inbound
2025-01-18,Red,trip_02466,stop_007,05:06:00,05:07:00,17,0,Outbound
2025-01-19,Orange,trip_02467,stop_008,06:07:00,06:08:00,18,1,Inbound
2025-01-20,Red,trip_02468,stop_009,07:08:00,07:09:00,19,0,Outbound
2025-01-21,Orange,trip_02469,stop_010,08:09:00,08:10:00,20,1,Inbound
2025-01-22,Red,trip_02470,stop_011,09:10:00,09:11:00,21,0,Outbound
2025-01-23,Orange,trip_02471,stop_012,10:11:00,10:12:00,22,1,Inbound
2025-01-24,Red,trip_02472,stop_013,11:12:00,11:13:00,23,0,Outbound
2025-01-25,Orange,trip_02473,stop_014,12:13:00,12:14:00,24,1,Inbound
2025-01-26,Red,trip_02474,stop_015,13:14:00,13:15:00,25,0,Outbound
2025-01-27,Orange,trip_02475,stop_016,14:15:00,14:16:00,1,1,Inbound
2025-01-28,Red,trip_02476,stop_017,15:16:00,15:17:00,2,0,Outbound
2025-01-29,Orange,trip_02477,stop_018,16:17:00,16:18:00,3,1,Inbound
2025-01-30,Red,trip_02478,stop_019,17:18:00,17:19:00,4,0,Outbound
2025-01-31,Orange,trip_02479,stop_020,18:19:00,18:20:00,5,1,Inbound
2025-01-01,Red,trip_02480,stop_021,19:20:00,19:21:00,6,0,Outbound
2025-01-02,Orange,trip_02481,stop_022,20:21:00,20:22:00,7,1,Inbound
2025-01-03,Red,trip_02482,stop_023,21:22:00,21:23:00,8,0,Outbound
2025-01-04,Orange,trip_02483,stop_024,22:23:00,22:24:00,9,1,Inbound
2025-01-05,Red,trip_02484,stop_025,05:24:00,05:25:00,10,0,Outbound
2025-01-06,Orange,trip_02485,stop_026,06:25:00,06:26:00,11,1,Inbound
2025-01-07,Red,trip_02486,stop_027,07:26:00,07:27:00,12,0,Outbound
2025-01-08,Orange,trip_02487,stop_028,08:27:00,08:28:00,13,1,Inbound
2025-01-09,Red,trip_02488,stop_029,09:28:00,09:29:00,14,0,Outbound
2025-01-10,Orange,trip_02489,stop_030,10:29:00,10:30:00,15,1,Inbound
2025-01-11,Red,trip_02490,stop_001,11:30:00,11:31:00,16,0,Outbound
2025-01-12,Orange,trip_02491,stop_002,12:31:00,12:32:00,17,1,Inbound
2025-01-13,Red,trip_02492,stop_003,13:32:00,13:33:00,18,0,Outbound
2025-01-14,Orange,trip_02493,stop_004,14:33:00,14:34:00,19,1,Inbound
2025-01-15,Red,trip_02494,stop_005,15:34:00,15:35:00,20,0,Outbound
2025-01-16,Orange,trip_02495,stop_006,16:35:00,16:36:00,21,1,Inbound
2025-01-17,Red,trip_02496,stop_007,17:36:00,17:37:00,22,0,Outbound
2025-01-18,Orange,trip_02497,stop_008,18:37:00,18:38:00,23,1,Inbound
2025-01-19,Red,trip_02498,stop_009,19:38:00,19:39:00,24,0,Outbound
2025-01-20,Orange,trip_02499,stop_010,20:39:00,20:40:00,25,1,Inbound
2025-01-21,Red,trip_02500,stop_011,21:40:00,21:41:00,1,0,Outbound
2025-01-22,Orange,trip_02501,stop_012,22:41:00,22:42:00,2,1,Inbound
2025-01-23,Red,trip_02502,stop_013,05:42:00,05:43:00,3,0,Outbound
2025-01-24,Orange,trip_02503,stop_014,06:43:00,06:44:00,4,1,Inbound
2025-01-25,Red,trip_02504,stop_015,07:44:00,07:45:00,5,0,Outbound
2025-01-26,Orange,trip_02505,stop_016,08:45:00,08:46:00,6,1,Inbound
2025-01-27,Red,trip_02506,stop_017,09:46:00,09:47:00,7,0,Outbound
2025-01-28,Orange,trip_02507,stop_018,10:47:00,10:48:00,8,1,Inbound
2025-01-29,Red,trip_02508,stop_019,11:48:00,11:49:00,9,0,Outbound
2025-01-30,Orange,trip_02509,stop_020,12:49:00,12:50:00,10,1,Inbound
2025-01-31,Red,trip_02510,stop_021,13:50:00,13:51:00,11,0,Outbound
2025-01-01,Orange,trip_02511,stop_022,14:51:00,14:52:00,12,1,Inbound
2025-01-02,Red,trip_02512,stop_023,15:52:00,15:53:00,13,0,Outbound
2025-01-03,Orange,trip_02513,stop_024,16:53:00,16:54:00,14,1,Inbound
2025-01-04,Red,trip_02514,stop_025,17:54:00,17:55:00,15,0,Outbound
2025-01-05,Orange,trip_02515,stop_026,18:55:00,18:56:00,16,1,Inbound
2025-01-06,Red,trip_02516,stop_027,19:56:00,19:57:00,17,0,Outbound
2025-01-07,Orange,trip_02517,stop_028,20:57:00,20:58:00,18,1,Inbound
2025-01-08,Red,trip_02518,stop_029,21:58:00,21:59:00,19,0,Outbound
2025-01-09,Orange,trip_02519,stop_030,22:59:00,22:00:00,20,1,Inbound
2025-01-10,Red,trip_02520,stop_001,05:00:00,05:01:00,21,0,Outbound
2025-01-11,Orange,trip_02521,stop_002,06:01:00,06:02:00,22,1,Inbound
2025-01-12,Red,trip_02522,stop_003,07:02:00,07:03:00,23,0,Outbound
2025-01-13,Orange,trip_02523,stop_004,08:03:00,08:04:00,24,1,Inbound
2025-01-14,Red,trip_02524,stop_005,09:04:00,09:05:00,25,0,Outbound
2025-01-15,Orange,trip_02525,stop_006,10:05:00,10:06:00,1,1,Inbound
2025-01-16,Red,trip_02526,stop_007,11:06:00,11:07:00,2,0,Outbound
2025-01-17,Orange,trip_02527,stop_008,12:07:00,12:08:00,3,1,Inbound
2025-01-18,Red,trip_02528,stop_009,13:08:00,13:09:00,4,0,Outbound
2025-01-19,Orange,trip_02529,stop_010,14:09:00,14:10:00,5,1,Inbound
2025-01-20,Red,trip_02530,stop_011,15:10:00,15:11:00,6,0,Outbound
2025-01-21,Orange,trip_02531,stop_012,16:11:00,16:12:00,7,1,Inbound
2025-01-22,Red,trip_02532,stop_013,17:12:00,17:13:00,8,0,Outbound
2025-01-23,Orange,trip_02533,stop_014,18:13:00,18:14:00,9,1,Inbound
2025-01-24,Red,trip_02534,stop_015,19:14:00,19:15:00,10,0,Outbound
2025-01-25,Orange,trip_02535,stop_016,20:15:00,20:16:00,11,1,Inbound
2025-01-26,Red,trip_02536,stop_017,21:16:00,21:17:00,12,0,Outbound
2025-01-27,Orange,trip_02537,stop_018,22:17:00,22:18:00,13,1,Inbound
2025-01-28,Red,trip_02538,stop_019,05:18:00,05:19:00,14,0,Outbound
2025-01-29,Orange,trip_02539,stop_020,06:19:00,06:20:00,15,1,Inbound
2025-01-30,Red,trip_02540,stop_021,07:20:00,07:21:00,16,0,Outbound
2025-01-31,Orange,trip_02541,stop_022,08:21:00,08:22:00,17,1,Inbound
2025-01-01,Red,trip_02542,stop_023,09:22:00,09:23:00,18,0,Outbound
2025-01-02,Orange,trip_02543,stop_024,10:23:00,10:24:00,19,1,Inbound
2025-01-03,Red,trip_02544,stop_025,11:24:00,11:25:00,20,0,Outbound
2025-01-04,Orange,trip_02545,stop_026,12:25:00,12:26:00,21,1,Inbound
2025-01-05,Red,trip_02546,stop_027,13:26:00,13:27:00,22,0,Outbound
2025-01-06,Orange,trip_02547,stop_028,14:27:00,14:28:00,23,1,Inbound
2025-01-07,Red,trip_02548,stop_029,15:28:00,15:29:00,24,0,Outbound
2025-01-08,Orange,trip_02549,stop_030,16:29:00,16:30:00,25,1,Inbound
2025-01-09,Red,trip_02550,stop_001,17:30:00,17:31:00,1,0,Outbound
2025-01-10,Orange,trip_02551,stop_002,18:31:00,18:32:00,2,1,Inbound
2025-01-11,Red,trip_02552,stop_003,19:32:00,19:33:00,3,0,Outbound
2025-01-12,Orange,trip_02553,stop_004,20:33:00,20:34:00,4,1,Inbound
2025-01-13,Red,trip_02554,stop_005,21:34:00,21:35:00,5,0,Outbound
2025-01-14,Orange,trip_02555,stop_006,22:35:00,22:36:00,6,1,Inbound
2025-01-15,Red,trip_02556,stop_007,05:36:00,05:37:00,7,0,Outbound
2025-01-16,Orange,trip_02557,stop_008,06:37:00,06:38:00,8,1,Inbound
2025-01-17,Red,trip_02558,stop_009,07:38:00,07:39:00,9,0,Outbound
2025-01-18,Orange,trip_02559,stop_010,08:39:00,08:40:00,10,1,Inbound
2025-01-19,Red,trip_02560,stop_011,09:40:00,09:41:00,11,0,Outbound
2025-01-20,Orange,trip_02561,stop_012,10:41:00,10:42:00,12,1,Inbound
2025-01-21,Red,trip_02562,stop_013,11:42:00,11:43:00,13,0,Outbound
2025-01-22,Orange,trip_02563,stop_014,12:43:00,12:44:00,14,1,Inbound
2025-01-23,Red,trip_02564,stop_015,13:44:00,13:45:00,15,0,Outbound
2025-01-24,Orange,trip_02565,stop_016,14:45:00,14:46:00,16,1,Inbound
2025-01-25,Red,trip_02566,stop_017,15:46:00,15:47:00,17,0,Outbound
2025-01-26,Orange,trip_02567,stop_018,16:47:00,16:48:00,18,1,Inbound
2025-01-27,Red,trip_02568,stop_019,17:48:00,17:49:00,19,0,Outbound
2025-01-28,Orange,trip_02569,stop_020,18:49:00,18:50:00,20,1,Inbound
2025-01-29,Red,trip_02570,stop_021,19:50:00,19:51:00,21,0,Outbound
2025-01-30,Orange,trip_02571,stop_022,20:51:00,20:52:00,22,1,Inbound
2025-01-31,Red,trip_02572,stop_023,21:52:00,21:53:00,23,0,Outbound
2025-01-01,Orange,trip_02573,stop_024,22:53:00,22:54:00,24,1,Inbound
2025-01-02,Red,trip_02574,stop_025,05:54:00,05:55:00,25,0,Outbound
2025-01-03,Orange,trip_02575,stop_026,06:55:00,06:56:00,1,1,Inbound
2025-01-04,Red,trip_02576,stop_027,07:56:00,07:57:00,2,0,Outbound
2025-01-05,Orange,trip_02577,stop_028,08:57:00,08:58:00,3,1,Inbound
2025-01-06,Red,trip_02578,stop_029,09:58:00,09:59:00,4,0,Outbound
2025-01-07,Orange,trip_02579,stop_030,10:59:00,10:00:00,5,1,Inbound
2025-01-08,Red,trip_02580,stop_001,11:00:00,11:01:00,6,0,Outbound
2025-01-09,Orange,trip_02581,stop_002,12:01:00,12:02:00,7,1,Inbound
2025-01-10,Red,trip_02582,stop_003,13:02:00,13:03:00,8,0,Outbound
2025-01-11,Orange,trip_02583,stop_004,14:03:00,14:04:00,9,1,Inbound
2025-01-12,Red,trip_02584,stop_005,15:04:00,15:05:00,10,0,Outbound
2025-01-13,Orange,trip_02585,stop_006,16:05:00,16:06:00,11,1,Inbound
2025-01-14,Red,trip_02586,stop_007,17:06:00,17:07:00,12,0,Outbound
2025-01-15,Orange,trip_02587,stop_008,18:07:00,18:08:00,13,1,Inbound
2025-01-16,Red,trip_02588,stop_009,19:08:00,19:09:00,14,0,Outbound
2025-01-17,Orange,trip_02589,stop_010,20:09:00,20:10:00,15,1,Inbound
2025-01-18,Red,trip_02590,stop_011,21:10:00,21:11:00,16,0,Outbound
2025-01-19,Orange,trip_02591,stop_012,22:11:00,22:12:00,17,1,Inbound
2025-01-20,Red,trip_02592,stop_013,05:12:00,05:13:00,18,0,Outbound
2025-01-21,Orange,trip_02593,stop_014,06:13:00,06:14:00,19,1,Inbound
2025-01-22,Red,trip_02594,stop_015,07:14:00,07:15:00,20,0,Outbound
2025-01-23,Orange,trip_02595,stop_016,08:15:00,08:16:00,21,1,Inbound
2025-01-24,Red,trip_02596,stop_017,09:16:00,09:17:00,22,0,Outbound
2025-01-25,Orange,trip_02597,stop_018,10:17:00,10:18:00,23,1,Inbound
2025-01-26,Red,trip_02598,stop_019,11:18:00,11:19:00,24,0,Outbound
2025-01-27,Orange,trip_02599,stop_020,12:19:00,12:20:00,25,1,Inbound
2025-01-28,Red,trip_02600,stop_021,13:20:00,13:21:00,1,0,Outbound
2025-01-29,Orange,trip_02601,stop_022,14:21:00,14:22:00,2,1,Inbound
2025-01-30,Red,trip_02602,stop_023,15:22:00,15:23:00,3,0,Outbound
2025-01-31,Orange,trip_02603,stop_024,16:23:00,16:24:00,4,1,Inbound
2025-01-01,Red,trip_02604,stop_025,17:24:00,17:25:00,5,0,Outbound
2025-01-02,Orange,trip_02605,stop_026,18:25:00,18:26:00,6,1,Inbound
2025-01-03,Red,trip_02606,stop_027,19:26:00,19:27:00,7,0,Outbound
2025-01-04,Orange,trip_02607,stop_028,20:27:00,20:28:00,8,1,Inbound
2025-01-05,Red,trip_02608,stop_029,21:28:00,21:29:00,9,0,Outbound
2025-01-06,Orange,trip_02609,stop_030,22:29:00,22:30:00,10,1,Inbound
2025-01-07,Red,trip_02610,stop_001,05:30:00,05:31:00,11,0,Outbound
2025-01-08,Orange,trip_02611,stop_002,06:31:00,06:32:00,12,1,Inbound
2025-01-09,Red,trip_02612,stop_003,07:32:00,07:33:00,13,0,Outbound
2025-01-10,Orange,trip_02613,stop_004,08:33:00,08:34:00,14,1,Inbound
2025-01-11,Red,trip_02614,stop_005,09:34:00,09:35:00,15,0,Outbound
2025-01-12,Orange,trip_02615,stop_006,10:35:00,10:36:00,16,1,Inbound
2025-01-13,Red,trip_02616,stop_007,11:36:00,11:37:00,17,0,Outbound
2025-01-14,Orange,trip_02617,stop_008,12:37:00,12:38:00,18,1,Inbound
2025-01-15,Red,trip_02618,stop_009,13:38:00,13:39:00,19,0,Outbound
2025-01-16,Orange,trip_02619,stop_010,14:39:00,14:40:00,20,1,Inbound
2025-01-17,Red,trip_02620,stop_011,15:40:00,15:41:00,21,0,Outbound
2025-01-18,Orange,trip_02621,stop_012,16:41:00,16:42:00,22,1,Inbound
2025-01-19,Red,trip_02622,stop_013,17:42:00,17:43:00,23,0,Outbound
2025-01-20,Orange,trip_02623,stop_014,18:43:00,18:44:00,24,1,Inbound
2025-01-21,Red,trip_02624,stop_015,19:44:00,19:45:00,25,0,Outbound
2025-01-22,Orange,trip_02625,stop_016,20:45:00,20:46:00,1,1,Inbound
2025-01-23,Red,trip_02626,stop_017,21:46:00,21:47:00,2,0,Outbound
2025-01-24,Orange,trip_02627,stop_018,22:47:00,22:48:00,3,1,Inbound
2025-01-25,Red,trip_02628,stop_019,05:48:00,05:49:00,4,0,Outbound
2025-01-26,Orange,trip_02629,stop_020,06:49:00,06:50:00,5,1,Inbound
2025-01-27,Red,trip_02630,stop_021,07:50:00,07:51:00,6,0,Outbound
2025-01-28,Orange,trip_02631,stop_022,08:51:00,08:52:00,7,1,Inbound
2025-01-29,Red,trip_02632,stop_023,09:52:00,09:53:00,8,0,Outbound
2025-01-30,Orange,trip_02633,stop_024,10:53:00,10:54:00,9,1,Inbound
2025-01-31,Red,trip_02634,stop_025,11:54:00,11:55:00,10,0,Outbound
2025-01-01,Orange,trip_02635,stop_026,12:55:00,12:56:00,11,1,Inbound
2025-01-02,Red,trip_02636,stop_027,13:56:00,13:57:00,12,0,Outbound
2025-01-03,Orange,trip_02637,stop_028,14:57:00,14:58:00,13,1,Inbound
2025-01-04,Red,trip_02638,stop_029,15:58:00,15:59:00,14,0,Outbound
2025-01-05,Orange,trip_02639,stop_030,16:59:00,16:00:00,15,1,Inbound
2025-01-06,Red,trip_02640,stop_001,17:00:00,17:01:00,16,0,Outbound
2025-01-07,Orange,trip_02641,stop_002,18:01:00,18:02:00,17,1,Inbound
2025-01-08,Red,trip_02642,stop_003,19:02:00,19:03:00,18,0,Outbound
2025-01-09,Orange,trip_02643,stop_004,20:03:00,20:04:00,19,1,Inbound
2025-01-10,Red,trip_02644,stop_005,21:04:00,21:05:00,20,0,Outbound
2025-01-11,Orange,trip_02645,stop_006,22:05:00,22:06:00,21,1,Inbound
2025-01-12,Red,trip_02646,stop_007,05:06:00,05:07:00,22,0,Outbound
2025-01-13,Orange,trip_02647,stop_008,06:07:00,06:08:00,23,1,Inbound
2025-01-14,Red,trip_02648,stop_009,07:08:00,07:09:00,24,0,Outbound
2025-01-15,Orange,trip_02649,stop_010,08:09:00,08:10:00,25,1,Inbound
2025-01-16,Red,trip_02650,stop_011,09:10:00,09:11:00,1,0,Outbound
2025-01-17,Orange,trip_02651,stop_012,10:11:00,10:12:00,2,1,Inbound
2025-01-18,Red,trip_02652,stop_013,11:12:00,11:13:00,3,0,Outbound
2025-01-19,Orange,trip_02653,stop_014,12:13:00,12:14:00,4,1,Inbound
2025-01-20,Red,trip_02654,stop_015,13:14:00,13:15:00,5,0,Outbound
2025-01-21,Orange,trip_02655,stop_016,14:15:00,14:16:00,6,1,Inbound
2025-01-22,Red,trip_02656,stop_017,15:16:00,15:17:00,7,0,Outbound
2025-01-23,Orange,trip_02657,stop_018,16:17:00,16:18:00,8,1,Inbound
2025-01-24,Red,trip_02658,stop_019,17:18:00,17:19:00,9,0,Outbound
2025-01-25,Orange,trip_02659,stop_020,18:19:00,18:20:00,10,1,Inbound
2025-01-26,Red,trip_02660,stop_021,19:20:00,19:21:00,11,0,Outbound
2025-01-27,Orange,trip_02661,stop_022,20:21:00,20:22:00,12,1,Inbound
2025-01-28,Red,trip_02662,stop_023,21:22:00,21:23:00,13,0,Outbound
2025-01-29,Orange,trip_02663,stop_024,22:23:00,22:24:00,14,1,Inbound
2025-01-30,Red,trip_02664,stop_025,05:24:00,05:25:00,15,0,Outbound
2025-01-31,Orange,trip_02665,stop_026,06:25:00,06:26:00,16,1,Inbound
2025-01-01,Red,trip_02666,stop_027,07:26:00,07:27:00,17,0,Outbound
2025-01-02,Orange,trip_02667,stop_028,08:27:00,08:28:00,18,1,Inbound
2025-01-03,Red,trip_02668,stop_029,09:28:00,09:29:00,19,0,Outbound
2025-01-04,Orange,trip_02669,stop_030,10:29:00,10:30:00,20,1,Inbound
2025-01-05,Red,trip_02670,stop_001,11:30:00,11:31:00,21,0,Outbound
2025-01-06,Orange,trip_02671,stop_002,12:31:00,12:32:00,22,1,Inbound
2025-01-07,Red,trip_02672,stop_003,13:32:00,13:33:00,23,0,Outbound
2025-01-08,Orange,trip_02673,stop_004,14:33:00,14:34:00,24,1,Inbound
2025-01-09,Red,trip_02674,stop_005,15:34:00,15:35:00,25,0,Outbound
2025-01-10,Orange,trip_02675,stop_006,16:35:00,16:36:00,1,1,Inbound
2025-01-11,Red,trip_02676,stop_007,17:36:00,17:37:00,2,0,Outbound
2025-01-12,Orange,trip_02677,stop_008,18:37:00,18:38:00,3,1,Inbound
2025-01-13,Red,trip_02678,stop_009,19:38:00,19:39:00,4,0,Outbound
2025-01-14,Orange,trip_02679,stop_010,20:39:00,20:40:00,5,1,Inbound
2025-01-15,Red,trip_02680,stop_011,21:40:00,21:41:00,6,0,Outbound
2025-01-16,Orange,trip_02681,stop_012,22:41:00,22:42:00,7,1,Inbound
2025-01-17,Red,trip_02682,stop_013,05:42:00,05:43:00,8,0,Outbound
2025-01-18,Orange,trip_02683,stop_014,06:43:00,06:44:00,9,1,Inbound
2025-01-19,Red,trip_02684,stop_015,07:44:00,07:45:00,10,0,Outbound
2025-01-20,Orange,trip_02685,stop_016,08:45:00,08:46:00,11,1,Inbound
2025-01-21,Red,trip_02686,stop_017,09:46:00,09:47:00,12,0,Outbound
2025-01-22,Orange,trip_02687,stop_018,10:47:00,10:48:00,13,1,Inbound
2025-01-23,Red,trip_02688,stop_019,11:48:00,11:49:00,14,0,Outbound
2025-01-24,Orange,trip_02689,stop_020,12:49:00,12:50:00,15,1,Inbound
2025-01-25,Red,trip_02690,stop_021,13:50:00,13:51:00,16,0,Outbound
2025-01-26,Orange,trip_02691,stop_022,14:51:00,14:52:00,17,1,Inbound
2025-01-27,Red,trip_02692,stop_023,15:52:00,15:53:00,18,0,Outbound
2025-01-28,Orange,trip_02693,stop_024,16:53:00,16:54:00,19,1,Inbound
2025-01-29,Red,trip_02694,stop_025,17:54:00,17:55:00,20,0,Outbound
2025-01-30,Orange,trip_02695,stop_026,18:55:00,18:56:00,21,1,Inbound
2025-01-31,Red,trip_02696,stop_027,19:56:00,19:57:00,22,0,Outbound
2025-01-01,Orange,trip_02697,stop_028,20:57:00,20:58:00,23,1,Inbound
2025-01-02,Red,trip_02698,stop_029,21:58:00,21:59:00,24,0,Outbound
2025-01-03,Orange,trip_02699,stop_030,22:59:00,22:00:00,25,1,Inbound
2025-01-04,Red,trip_02700,stop_001,05:00:00,05:01:00,1,0,Outbound
2025-01-05,Orange,trip_02701,stop_002,06:01:00,06:02:00,2,1,Inbound
2025-01-06,Red,trip_02702,stop_003,07:02:00,07:03:00,3,0,Outbound
2025-01-07,Orange,trip_02703,stop_004,08:03:00,08:04:00,4,1,Inbound
