service_date,route_id,stop_id,trip_id,prev_trip_id,headway_trunk_sec,headway_branch_sec,benchmark_headway_sec,direction,direction_id
2025-01-11,Red,stop_015,trip_01064,trip_01063,480,,300,Outbound,0
2025-01-12,Orange,stop_016,trip_01065,trip_01064,510,,300,Inbound,1
2025-01-13,Red,stop_017,trip_01066,trip_01065,540,,300,Outbound,0
2025-01-14,Orange,stop_018,trip_01067,trip_01066,570,,300,Inbound,1
2025-01-15,Red,stop_019,trip_01068,trip_01067,240,,300,Outbound,0
2025-01-16,Orange,stop_020,trip_01069,trip_01068,270,,300,Inbound,1
2025-01-17,Red,stop_021,trip_01070,trip_01069,300,,300,Outbound,0
2025-01-18,Orange,stop_022,trip_01071,trip_01070,330,,300,Inbound,1
2025-01-19,Red,stop_023,trip_01072,trip_01071,360,,300,Outbound,0
2025-01-20,Orange,stop_024,trip_01073,trip_01072,390,,300,Inbound,1
2025-01-21,Red,stop_025,trip_01074,trip_01073,420,,300,Outbound,0
2025-01-22,Orange,stop_026,trip_01075,trip_01074,450,,300,Inbound,1
2025-01-23,Red,stop_027,trip_01076,trip_01075,480,,300,Outbound,0
2025-01-24,Orange,stop_028,trip_01077,trip_01076,510,,300,Inbound,1
2025-01-25,Red,stop_029,trip_01078,trip_01077,540,,300,Outbound,0
2025-01-26,Orange,stop_030,trip_01079,trip_01078,570,,300,Inbound,1
2025-01-27,Red,stop_031,trip_01080,trip_01079,240,,300,Outbound,0
2025-01-28,Orange,stop_032,trip_01081,trip_01080,270,,300,Inbound,1
2025-01-29,Red,stop_033,trip_01082,trip_01081,300,,300,Outbound,0
2025-01-30,Orange,stop_034,trip_01083,trip_01082,330,,300,Inbound,1
2025-01-31,Red,stop_035,trip_01084,trip_01083,360,,300,Outbound,0
2025-01-01,Orange,stop_001,trip_01085,trip_01084,390,,300,Inbound,1
2025-01-02,Red,stop_002,trip_01086,trip_01085,420,,300,Outbound,0
2025-01-03,Orange,stop_003,trip_01087,trip_01086,450,,300,Inbound,1
2025-01-04,Red,stop_004,trip_01088,trip_01087,480,,300,Outbound,0
2025-01-05,Orange,stop_005,trip_01089,trip_01088,510,,300,Inbound,1
2025-01-06,Red,stop_006,trip_01090,trip_01089,540,,300,Outbound,0
2025-01-07,Orange,stop_007,trip_01091,trip_01090,570,,300,Inbound,1
2025-01-08,Red,stop_008,trip_01092,trip_01091,240,,300,Outbound,0
2025-01-09,Orange,stop_009,trip_01093,trip_01092,270,,300,Inbound,1
2025-01-10,Red,stop_010,trip_01094,trip_01093,300,,300,Outbound,0
2025-01-11,Orange,stop_011,trip_01095,trip_01094,330,,300,Inbound,1
2025-01-12,Red,stop_012,trip_01096,trip_01095,360,,300,Outbound,0
2025-01-13,Orange,stop_013,trip_01097,trip_01096,390,,300,Inbound,1
2025-01-14,Red,stop_014,trip_01098,trip_01097,420,,300,Outbound,0
2025-01-15,Orange,stop_015,trip_01099,trip_01098,450,,300,Inbound,1
2025-01-16,Red,stop_016,trip_01100,trip_01099,480,,300,Outbound,0
2025-01-17,Orange,stop_017,trip_01101,trip_01100,510,,300,Inbound,1
2025-01-18,Red,stop_018,trip_01102,trip_01101,540,,300,Outbound,0
2025-01-19,Orange,stop_019,trip_01103,trip_01102,570,,300,Inbound,1
2025-01-20,Red,stop_020,trip_01104,trip_01103,240,,300,Outbound,0
2025-01-21,Orange,stop_021,trip_01105,trip_01104,270,,300,Inbound,1
2025-01-22,Red,stop_022,trip_01106,trip_01105,300,,300,Outbound,0
2025-01-23,Orange,stop_023,trip_01107,trip_01106,330,,300,Inbound,1
2025-01-24,Red,stop_024,trip_01108,trip_01107,360,,300,Outbound,0
2025-01-25,Orange,stop_025,trip_01109,trip_01108,390,,300,Inbound,1
2025-01-26,Red,stop_026,trip_01110,trip_01109,420,,300,Outbound,0
2025-01-27,Orange,stop_027,trip_01111,trip_01110,450,,300,Inbound,1
2025-01-28,Red,stop_028,trip_01112,trip_01111,480,,300,Outbound,0
2025-01-29,Orange,stop_029,trip_01113,trip_01112,510,,300,Inbound,1
2025-01-30,Red,stop_030,trip_01114,trip_01113,540,,300,Outbound,0
2025-01-31,Orange,stop_031,trip_01115,trip_01114,570,,300,Inbound,1
2025-01-01,Red,stop_032,trip_01116,trip_01115,240,,300,Outbound,0
2025-01-02,Orange,stop_033,trip_01117,trip_01116,270,,300,Inbound,1
2025-01-03,Red,stop_034,trip_01118,trip_01117,300,,300,Outbound,0
2025-01-04,Orange,stop_035,trip_01119,trip_01118,330,,300,Inbound,1
2025-01-05,Red,stop_001,trip_01120,trip_01119,360,,300,Outbound,0
2025-01-06,Orange,stop_002,trip_01121,trip_01120,390,,300,Inbound,1
2025-01-07,Red,stop_003,trip_01122,trip_01121,420,,300,Outbound,0
2025-01-08,Orange,stop_004,trip_01123,trip_01122,450,,300,Inbound,1
2025-01-09,Red,stop_005,trip_01124,trip_01123,480,,300,Outbound,0
2025-01-10,Orange,stop_006,trip_01125,trip_01124,510,,300,Inbound,1
2025-01-11,Red,stop_007,trip_01126,trip_01125,540,,300,Outbound,0
2025-01-12,Orange,stop_008,trip_01127,trip_01126,570,,300,Inbound,1
2025-01-13,Red,stop_009,trip_01128,trip_01127,240,,300,Outbound,0
2025-01-14,Orange,stop_010,trip_01129,trip_01128,270,,300,Inbound,1
2025-01-15,Red,stop_011,trip_01130,trip_01129,300,,300,Outbound,0
2025-01-16,Orange,stop_012,trip_01131,trip_01130,330,,300,Inbound,1
2025-01-17,Red,stop_013,trip_01132,trip_01131,360,,300,Outbound,0
2025-01-18,Orange,stop_014,trip_01133,trip_01132,390,,300,Inbound,1
2025-01-19,Red,stop_015,trip_01134,trip_01133,420,,300,Outbound,0
2025-01-20,Orange,stop_016,trip_01135,trip_01134,450,,300,Inbound,1
2025-01-21,Red,stop_017,trip_01136,trip_01135,480,,300,Outbound,0
2025-01-22,Orange,stop_018,trip_01137,trip_01136,510,,300,Inbound,1
2025-01-23,Red,stop_019,trip_01138,trip_01137,540,,300,Outbound,0
2025-01-24,Orange,stop_020,trip_01139,trip_01138,570,,300,Inbound,1
2025-01-25,Red,stop_021,trip_01140,trip_01139,240,,300,Outbound,0
2025-01-26,Orange,stop_022,trip_01141,trip_01140,270,,300,Inbound,1
2025-01-27,Red,stop_023,trip_01142,trip_01141,300,,300,Outbound,0
2025-01-28,Orange,stop_024,trip_01143,trip_01142,330,,300,Inbound,1
2025-01-29,Red,stop_025,trip_01144,trip_01143,360,,300,Outbound,0
2025-01-30,Orange,stop_026,trip_01145,trip_01144,390,,300,Inbound,1
2025-01-31,Red,stop_027,trip_01146,trip_01145,420,,300,Outbound,0
2025-01-01,Orange,stop_028,trip_01147,trip_01146,450,,300,Inbound,1
2025-01-02,Red,stop_029,trip_01148,trip_01147,480,,300,Outbound,0
2025-01-03,Orange,stop_030,trip_01149,trip_01148,510,,300,Inbound,1
2025-01-04,Red,stop_031,trip_01150,trip_01149,540,,300,Outbound,0
2025-01-05,Orange,stop_032,trip_01151,trip_01150,570,,300,Inbound,1
2025-01-06,Red,stop_033,trip_01152,trip_01151,240,,300,Outbound,0
2025-01-07,Orange,stop_034,trip_01153,trip_01152,270,,300,Inbound,1
2025-01-08,Red,stop_035,trip_01154,trip_01153,300,,300,Outbound,0
2025-01-09,Orange,stop_001,trip_01155,trip_01154,330,,300,Inbound,1
2025-01-10,Red,stop_002,trip_01156,trip_01155,360,,300,Outbound,0
2025-01-11,Orange,stop_003,trip_01157,trip_01156,390,,300,Inbound,1
2025-01-12,Red,stop_004,trip_01158,trip_01157,420,,300,Outbound,0
2025-01-13,Orange,stop_005,trip_01159,trip_01158,450,,300,Inbound,1
2025-01-14,Red,stop_006,trip_01160,trip_01159,480,,300,Outbound,0
2025-01-15,Orange,stop_007,trip_01161,trip_01160,510,,300,Inbound,1
2025-01-16,Red,stop_008,trip_01162,trip_01161,540,,300,Outbound,0
2025-01-17,Orange,stop_009,trip_01163,trip_01162,570,,300,Inbound,1
2025-01-18,Red,stop_010,trip_01164,trip_01163,240,,300,Outbound,0
2025-01-19,Orange,stop_011,trip_01165,trip_01164,270,,300,Inbound,1
2025-01-20,Red,stop_012,trip_01166,trip_01165,300,,300,Outbound,0
2025-01-21,Orange,stop_013,trip_01167,trip_01166,330,,300,Inbound,1
2025-01-22,Red,stop_014,trip_01168,trip_01167,360,,300,Outbound,0
2025-01-23,Orange,stop_015,trip_01169,trip_01168,390,,300,Inbound,1
2025-01-24,Red,stop_016,trip_01170,trip_01169,420,,300,Outbound,0
2025-01-25,Orange,stop_017,trip_01171,trip_01170,450,,300,Inbound,1
2025-01-26,Red,stop_018,trip_01172,trip_01171,480,,300,Outbound,0
2025-01-27,Orange,stop_019,trip_01173,trip_01172,510,,300,Inbound,1
2025-01-28,Red,stop_020,trip_01174,trip_01173,540,,300,Outbound,0
2025-01-29,Orange,stop_021,trip_01175,trip_01174,570,,300,Inbound,1
2025-01-30,Red,stop_022,trip_01176,trip_01175,240,,300,Outbound,0
2025-01-31,Orange,stop_023,trip_01177,trip_01176,270,,300,Inbound,1
2025-01-01,Red,stop_024,trip_01178,trip_01177,300,,300,Outbound,0
2025-01-02,Orange,stop_025,trip_01179,trip_01178,330,,300,Inbound,1
2025-01-03,Red,stop_026,trip_01180,trip_01179,360,,300,Outbound,0
2025-01-04,Orange,stop_027,trip_01181,trip_01180,390,,300,Inbound,1
2025-01-05,Red,stop_028,trip_01182,trip_01181,420,,300,Outbound,0
2025-01-06,Orange,stop_029,trip_01183,trip_01182,450,,300,Inbound,1
2025-01-07,Red,stop_030,trip_01184,trip_01183,480,,300,Outbound,0
2025-01-08,Orange,stop_031,trip_01185,trip_01184,510,,300,Inbound,1
2025-01-09,Red,stop_032,trip_01186,trip_01185,540,,300,Outbound,0
2025-01-10,Orange,stop_033,trip_01187,trip_01186,570,,300,Inbound,1
2025-01-11,Red,stop_034,trip_01188,trip_01187,240,,300,Outbound,0
2025-01-12,Orange,stop_035,trip_01189,trip_01188,270,,300,Inbound,1
2025-01-13,Red,stop_001,trip_01190,trip_01189,300,,300,Outbound,0
2025-01-14,Orange,stop_002,trip_01191,trip_01190,330,,300,Inbound,1
2025-01-15,Red,stop_003,trip_01192,trip_01191,360,,300,Outbound,0
2025-01-16,Orange,stop_004,trip_01193,trip_01192,390,,300,Inbound,1
2025-01-17,Red,stop_005,trip_01194,trip_01193,420,,300,Outbound,0
2025-01-18,Orange,stop_006,trip_01195,trip_01194,450,,300,Inbound,1
2025-01-19,Red,stop_007,trip_01196,trip_01195,480,,300,Outbound,0
2025-01-20,Orange,stop_008,trip_01197,trip_01196,510,,300,Inbound,1
2025-01-21,Red,stop_009,trip_01198,trip_01197,540,,300,Outbound,0
2025-01-22,Orange,stop_010,trip_01199,trip_01198,570,,300,Inbound,1
2025-01-23,Red,stop_011,trip_01200,trip_01199,240,,300,Outbound,0
2025-01-24,Orange,stop_012,trip_01201,trip_01200,270,,300,Inbound,1
2025-01-25,Red,stop_013,trip_01202,trip_01201,300,,300,Outbound,0
2025-01-26,Orange,stop_014,trip_01203,trip_01202,330,,300,Inbound,1
2025-01-27,Red,stop_015,trip_01204,trip_01203,360,,300,Outbound,0
2025-01-28,Orange,stop_016,trip_01205,trip_01204,390,,300,Inbound,1
2025-01-29,Red,stop_017,trip_01206,trip_01205,420,,300,Outbound,0
2025-01-30,Orange,stop_018,trip_01207,trip_01206,450,,300,Inbound,1
2025-01-31,Red,stop_019,trip_01208,trip_01207,480,,300,Outbound,0
2025-01-01,Orange,stop_020,trip_01209,trip_01208,510,,300,Inbound,1
2025-01-02,Red,stop_021,trip_01210,trip_01209,540,,300,Outbound,0
2025-01-03,Orange,stop_022,trip_01211,trip_01210,570,,300,Inbound,1
2025-01-04,Red,stop_023,trip_01212,trip_01211,240,,300,Outbound,0
2025-01-05,Orange,stop_024,trip_01213,trip_01212,270,,300,Inbound,1
2025-01-06,Red,stop_025,trip_01214,trip_01213,300,,300,Outbound,0
2025-01-07,Orange,stop_026,trip_01215,trip_01214,330,,300,Inbound,1
2025-01-08,Red,stop_027,trip_01216,trip_01215,360,,300,Outbound,0
2025-01-09,Orange,stop_028,trip_01217,trip_01216,390,,300,Inbound,1
2025-01-10,Red,stop_029,trip_01218,trip_01217,420,,300,Outbound,0
2025-01-11,Orange,stop_030,trip_01219,trip_01218,450,,300,Inbound,1
2025-01-12,Red,stop_031,trip_01220,trip_01219,480,,300,Outbound,0
2025-01-13,Orange,stop_032,trip_01221,trip_01220,510,,300,Inbound,1
2025-01-14,Red,stop_033,trip_01222,trip_01221,540,,300,Outbound,0
2025-01-15,Orange,stop_034,trip_01223,trip_01222,570,,300,Inbound,1
2025-01-16,Red,stop_035,trip_01224,trip_01223,240,,300,Outbound,0
2025-01-17,Orange,stop_001,trip_01225,trip_01224,270,,300,Inbound,1
2025-01-18,Red,stop_002,trip_01226,trip_01225,300,,300,Outbound,0
2025-01-19,Orange,stop_003,trip_01227,trip_01226,330,,300,Inbound,1
2025-01-20,Red,stop_004,trip_01228,trip_01227,360,,300,Outbound,0
2025-01-21,Orange,stop_005,trip_01229,trip_01228,390,,300,Inbound,1
2025-01-22,Red,stop_006,trip_01230,trip_01229,420,,300,Outbound,0
2025-01-23,Orange,stop_007,trip_01231,trip_01230,450,,300,Inbound,1
2025-01-24,Red,stop_008,trip_01232,trip_01231,480,,300,Outbound,0
2025-01-25,Orange,stop_009,trip_01233,trip_01232,510,,300,Inbound,1
2025-01-26,Red,stop_010,trip_01234,trip_01233,540,,300,Outbound,0
2025-01-27,Orange,stop_011,trip_01235,trip_01234,570,,300,Inbound,1
2025-01-28,Red,stop_012,trip_01236,trip_01235,240,,300,Outbound,0
2025-01-29,Orange,stop_013,trip_01237,trip_01236,270,,300,Inbound,1
2025-01-30,Red,stop_014,trip_01238,trip_01237,300,,300,Outbound,0
2025-01-31,Orange,stop_015,trip_01239,trip_01238,330,,300,Inbound,1
2025-01-01,Red,stop_016,trip_01240,trip_01239,360,,300,Outbound,0
2025-01-02,Orange,stop_017,trip_01241,trip_01240,390,,300,Inbound,1
2025-01-03,Red,stop_018,trip_01242,trip_01241,420,,300,Outbound,0
2025-01-04,Orange,stop_019,trip_01243,trip_01242,450,,300,Inbound,1
2025-01-05,Red,stop_020,trip_01244,trip_01243,480,,300,Outbound,0
2025-01-06,Orange,stop_021,trip_01245,trip_01244,510,,300,Inbound,1
2025-01-07,Red,stop_022,trip_01246,trip_01245,540,,300,Outbound,0
2025-01-08,Orange,stop_023,trip_01247,trip_01246,570,,300,Inbound,1
2025-01-09,Red,stop_024,trip_01248,trip_01247,240,,300,Outbound,0
2025-01-10,Orange,stop_025,trip_01249,trip_01248,270,,300,Inbound,1
2025-01-11,Red,stop_026,trip_01250,trip_01249,300,,300,Outbound,0
2025-01-12,Orange,stop_027,trip_01251,trip_01250,330,,300,Inbound,1
2025-01-13,Red,stop_028,trip_01252,trip_01251,360,,300,Outbound,0
2025-01-14,Orange,stop_029,trip_01253,trip_01252,390,,300,Inbound,1
2025-01-15,Red,stop_030,trip_01254,trip_01253,420,,300,Outbound,0
2025-01-16,Orange,stop_031,trip_01255,trip_01254,450,,300,Inbound,1
2025-01-17,Red,stop_032,trip_01256,trip_01255,480,,300,Outbound,0
2025-01-18,Orange,stop_033,trip_01257,trip_01256,510,,300,Inbound,1
2025-01-19,Red,stop_034,trip_01258,trip_01257,540,,300,Outbound,0
2025-01-20,Orange,stop_035,trip_01259,trip_01258,570,,300,Inbound,1
2025-01-21,Red,stop_001,trip_01260,trip_01259,240,,300,Outbound,0
2025-01-22,Orange,stop_002,trip_01261,trip_01260,270,,300,Inbound,1
2025-01-23,Red,stop_003,trip_01262,trip_01261,300,,300,Outbound,0
2025-01-24,Orange,stop_004,trip_01263,trip_01262,330,,300,Inbound,1
2025-01-25,Red,stop_005,trip_01264,trip_01263,360,,300,Outbound,0
2025-01-26,Orange,stop_006,trip_01265,trip_01264,390,,300,Inbound,1
2025-01-27,Red,stop_007,trip_01266,trip_01265,420,,300,Outbound,0
2025-01-28,Orange,stop_008,trip_01267,trip_01266,450,,300,Inbound,1
2025-01-29,Red,stop_009,trip_01268,trip_01267,480,,300,Outbound,0
2025-01-30,Orange,stop_010,trip_01269,trip_01268,510,,300,Inbound,1
2025-01-31,Red,stop_011,trip_01270,trip_01269,540,,300,Outbound,0
2025-01-01,Orange,stop_012,trip_01271,trip_01270,570,,300,Inbound,1
2025-01-02,Red,stop_013,trip_01272,trip_01271,240,,300,Outbound,0
2025-01-03,Orange,stop_014,trip_01273,trip_01272,270,,300,Inbound,1
2025-01-04,Red,stop_015,trip_01274,trip_01273,300,,300,Outbound,0
2025-01-05,Orange,stop_016,trip_01275,trip_01274,330,,300,Inbound,1
2025-01-06,Red,stop_017,trip_01276,trip_01275,360,,300,Outbound,0
2025-01-07,Orange,stop_018,trip_01277,trip_01276,390,,300,Inbound,1
2025-01-08,Red,stop_019,trip_01278,trip_01277,420,,300,Outbound,0
2025-01-09,Orange,stop_020,trip_01279,trip_01278,450,,300,Inbound,1
2025-01-10,Red,stop_021,trip_01280,trip_01279,480,,300,Outbound,0
2025-01-11,Orange,stop_022,trip_01281,trip_01280,510,,300,Inbound,1
2025-01-12,Red,stop_023,trip_01282,trip_01281,540,,300,Outbound,0
2025-01-13,Orange,stop_024,trip_01283,trip_01282,570,,300,Inbound,1
2025-01-14,Red,stop_025,trip_01284,trip_01283,240,,300,Outbound,0
2025-01-15,Orange,stop_026,trip_01285,trip_01284,270,,300,Inbound,1
2025-01-16,Red,stop_027,trip_01286,trip_01285,300,,300,Outbound,0
2025-01-17,Orange,stop_028,trip_01287,trip_01286,330,,300,Inbound,1
2025-01-18,Red,stop_029,trip_01288,trip_01287,360,,300,Outbound,0
2025-01-19,Orange,stop_030,trip_01289,trip_01288,390,,300,Inbound,1
2025-01-20,Red,stop_031,trip_01290,trip_01289,420,,300,Outbound,0
2025-01-21,Orange,stop_032,trip_01291,trip_01290,450,,300,Inbound,1
2025-01-22,Red,stop_033,trip_01292,trip_01291,480,,300,Outbound,0
2025-01-23,Orange,stop_034,trip_01293,trip_01292,510,,300,Inbound,1
2025-01-24,Red,stop_035,trip_01294,trip_01293,540,,300,Outbound,0
2025-01-25,Orange,stop_001,trip_01295,trip_01294,570,,300,Inbound,1
2025-01-26,Red,stop_002,trip_01296,trip_01295,240,,300,Outbound,0
2025-01-27,Orange,stop_003,trip_01297,trip_01296,270,,300,Inbound,1
2025-01-28,Red,stop_004,trip_01298,trip_01297,300,,300,Outbound,0
2025-01-29,Orange,stop_005,trip_01299,trip_01298,330,,300,Inbound,1
2025-01-30,Red,stop_006,trip_01300,trip_01299,360,,300,Outbound,0
2025-01-31,Orange,stop_007,trip_01301,trip_01300,390,,300,Inbound,1
2025-01-01,Red,stop_008,trip_01302,trip_01301,420,,300,Outbound,0
2025-01-02,Orange,stop_009,trip_01303,trip_01302,450,,300,Inbound,1
2025-01-03,Red,stop_010,trip_01304,trip_01303,480,,300,Outbound,0
2025-01-04,Orange,stop_011,trip_01305,trip_01304,510,,300,Inbound,1
2025-01-05,Red,stop_012,trip_01306,trip_01305,540,,300,Outbound,0
2025-01-06,Orange,stop_013,trip_01307,trip_01306,570,,300,Inbound,1
2025-01-07,Red,stop_014,trip_01308,trip_01307,240,,300,Outbound,0
2025-01-08,Orange,stop_015,trip_01309,trip_01308,270,,300,Inbound,1
2025-01-09,Red,stop_016,trip_01310,trip_01309,300,,300,Outbound,0
2025-01-10,Orange,stop_017,trip_01311,trip_01310,330,,300,Inbound,1
2025-01-11,Red,stop_018,trip_01312,trip_01311,360,,300,Outbound,0
2025-01-12,Orange,stop_019,trip_01313,trip_01312,390,,300,Inbound,1
2025-01-13,Red,stop_020,trip_01314,trip_01313,420,,300,Outbound,0
2025-01-14,Orange,stop_021,trip_01315,trip_01314,450,,300,Inbound,1
2025-01-15,Red,stop_022,trip_01316,trip_01315,480,,300,Outbound,0
2025-01-16,Orange,stop_023,trip_01317,trip_01316,510,,300,Inbound,1
2025-01-17,Red,stop_024,trip_01318,trip_01317,540,,300,Outbound,0
2025-01-18,Orange,stop_025,trip_01319,trip_01318,570,,300,Inbound,1
2025-01-19,Red,stop_026,trip_01320,trip_01319,240,,300,Outbound,0
2025-01-20,Orange,stop_027,trip_01321,trip_01320,270,,300,Inbound,1
2025-01-21,Red,stop_028,trip_01322,trip_01321,300,,300,Outbound,0
2025-01-22,Orange,stop_029,trip_01323,trip_01322,330,,300,Inbound,1
2025-01-23,Red,stop_030,trip_01324,trip_01323,360,,300,Outbound,0
2025-01-24,Orange,stop_031,trip_01325,trip_01324,390,,300,Inbound,1
2025-01-25,Red,stop_032,trip_01326,trip_01325,420,,300,Outbound,0
2025-01-26,Orange,stop_033,trip_01327,trip_01326,450,,300,Inbound,1
2025-01-27,Red,stop_034,trip_01328,trip_01327,480,,300,Outbound,0
2025-01-28,Orange,stop_035,trip_01329,trip_01328,510,,300,Inbound,1
2025-01-29,Red,stop_001,trip_01330,trip_01329,540,,300,Outbound,0
2025-01-30,Orange,stop_002,trip_01331,trip_01330,570,,300,Inbound,1
2025-01-31,Red,stop_003,trip_01332,trip_01331,240,,300,Outbound,0
2025-01-01,Orange,stop_004,trip_01333,trip_01332,270,,300,Inbound,1
2025-01-02,Red,stop_005,trip_01334,trip_01333,300,,300,Outbound,0
2025-01-03,Orange,stop_006,trip_01335,trip_01334,330,,300,Inbound,1
2025-01-04,Red,stop_007,trip_01336,trip_01335,360,,300,Outbound,0
2025-01-05,Orange,stop_008,trip_01337,trip_01336,390,,300,Inbound,1
2025-01-06,Red,stop_009,trip_01338,trip_01337,420,,300,Outbound,0
2025-01-07,Orange,stop_010,trip_01339,trip_01338,450,,300,Inbound,1
2025-01-08,Red,stop_011,trip_01340,trip_01339,480,,300,Outbound,0
2025-01-09,Orange,stop_012,trip_01341,trip_01340,510,,300,Inbound,1
2025-01-10,Red,stop_013,trip_01342,trip_01341,540,,300,Outbound,0
2025-01-11,Orange,stop_014,trip_01343,trip_01342,570,,300,Inbound,1
2025-01-12,Red,stop_015,trip_01344,trip_01343,240,,300,Outbound,0
2025-01-13,Orange,stop_016,trip_01345,trip_01344,270,,300,Inbound,1
2025-01-14,Red,stop_017,trip_01346,trip_01345,300,,300,Outbound,0
2025-01-15,Orange,stop_018,trip_01347,trip_01346,330,,300,Inbound,1
2025-01-16,Red,stop_019,trip_01348,trip_01347,360,,300,Outbound,0
2025-01-17,Orange,stop_020,trip_01349,trip_01348,390,,300,Inbound,1
2025-01-18,Red,stop_021,trip_01350,trip_01349,420,,300,Outbound,0
2025-01-19,Orange,stop_022,trip_01351,trip_01350,450,,300,Inbound,1
2025-01-20,Red,stop_023,trip_01352,trip_01351,480,,300,Outbound,0
2025-01-21,Orange,stop_024,trip_01353,trip_01352,510,,300,Inbound,1
2025-01-22,Red,stop_025,trip_01354,trip_01353,540,,300,Outbound,0
2025-01-23,Orange,stop_026,trip_01355,trip_01354,570,,300,Inbound,1
2025-01-24,Red,stop_027,trip_01356,trip_01355,240,,300,Outbound,0
2025-01-25,Orange,stop_028,trip_01357,trip_01356,270,,300,Inbound,1
2025-01-26,Red,stop_029,trip_01358,trip_01357,300,,300,Outbound,0
2025-01-27,Orange,stop_030,trip_01359,trip_01358,330,,300,Inbound,1
2025-01-28,Red,stop_031,trip_01360,trip_01359,360,,300,Outbound,0
2025-01-29,Orange,stop_032,trip_01361,trip_01360,390,,300,Inbound,1
2025-01-30,Red,stop_033,trip_01362,trip_01361,420,,300,Outbound,0
2025-01-31,Orange,stop_034,trip_01363,trip_01362,450,,300,Inbound,1
2025-01-01,Red,stop_035,trip_01364,trip_01363,480,,300,Outbound,0
2025-01-02,Orange,stop_001,trip_01365,trip_01364,510,,300,Inbound,1
2025-01-03,Red,stop_002,trip_01366,trip_01365,540,,300,Outbound,0
2025-01-04,Orange,stop_003,trip_01367,trip_01366,570,,300,Inbound,1
2025-01-05,Red,stop_004,trip_01368,trip_01367,240,,300,Outbound,0
2025-01-06,Orange,stop_005,trip_01369,trip_01368,270,,300,Inbound,1
2025-01-07,Red,stop_006,trip_01370,trip_01369,300,,300,Outbound,0
2025-01-08,Orange,stop_007,trip_01371,trip_01370,330,,300,Inbound,1
2025-01-09,Red,stop_008,trip_01372,trip_01371,360,,300,Outbound,0
2025-01-10,Orange,stop_009,trip_01373,trip_01372,390,,300,Inbound,1
2025-01-11,Red,stop_010,trip_01374,trip_01373,420,,300,Outbound,0
2025-01-12,Orange,stop_011,trip_01375,trip_01374,450,,300,Inbound,1
2025-01-13,Red,stop_012,trip_01376,trip_01375,480,,300,Outbound,0
2025-01-14,Orange,stop_013,trip_01377,trip_01376,510,,300,Inbound,1
2025-01-15,Red,stop_014,trip_01378,trip_01377,540,,300,Outbound,0
2025-01-16,Orange,stop_015,trip_01379,trip_01378,570,,300,Inbound,1
2025-01-17,Red,stop_016,trip_01380,trip_01379,240,,300,Outbound,0
2025-01-18,Orange,stop_017,trip_01381,trip_01380,270,,300,Inbound,1
2025-01-19,Red,stop_018,trip_01382,trip_01381,300,,300,Outbound,0
2025-01-20,Orange,stop_019,trip_01383,trip_01382,330,,300,Inbound,1
2025-01-21,Red,stop_020,trip_01384,trip_01383,360,,300,Outbound,0
2025-01-22,Orange,stop_021,trip_01385,trip_01384,390,,300,Inbound,1
2025-01-23,Red,stop_022,trip_01386,trip_01385,420,,300,Outbound,0
2025-01-24,Orange,stop_023,trip_01387,trip_01386,450,,300,Inbound,1
2025-01-25,Red,stop_024,trip_01388,trip_01387,480,,300,Outbound,0
2025-01-26,Orange,stop_025,trip_01389,trip_01388,510,,300,Inbound,1
2025-01-27,Red,stop_026,trip_01390,trip_01389,540,,300,Outbound,0
2025-01-28,Orange,stop_027,trip_01391,trip_01390,570,,300,Inbound,1
2025-01-29,Red,stop_028,trip_01392,trip_01391,240,,300,Outbound,0
2025-01-30,Orange,stop_029,trip_01393,trip_01392,270,,300,Inbound,1
2025-01-31,Red,stop_030,trip_01394,trip_01393,300,,300,Outbound,0
2025-01-01,Orange,stop_031,trip_01395,trip_01394,330,,300,Inbound,1
2025-01-02,Red,stop_032,trip_01396,trip_01395,360,,300,Outbound,0
2025-01-03,Orange,stop_033,trip_01397,trip_01396,390,,300,Inbound,1
2025-01-04,Red,stop_034,trip_01398,trip_01397,420,,300,Outbound,0
2025-01-05,Orange,stop_035,trip_01399,trip_01398,450,,300,Inbound,1
2025-01-06,Red,stop_001,trip_01400,trip_01399,480,,300,Outbound,0
2025-01-07,Orange,stop_002,trip_01401,trip_01400,510,,300,Inbound,1
2025-01-08,Red,stop_003,trip_01402,trip_01401,540,,300,Outbound,0
2025-01-09,Orange,stop_004,trip_01403,trip_01402,570,,300,Inbound,1
2025-01-10,Red,stop_005,trip_01404,trip_01403,240,,300,Outbound,0
2025-01-11,Orange,stop_006,trip_01405,trip_01404,270,,300,Inbound,1
2025-01-12,Red,stop_007,trip_01406,trip_01405,300,,300,Outbound,0
2025-01-13,Orange,stop_008,trip_01407,trip_01406,330,,300,Inbound,1
2025-01-14,Red,stop_009,trip_01408,trip_01407,360,,300,Outbound,0
2025-01-15,Orange,stop_010,trip_01409,trip_01408,390,,300,Inbound,1
2025-01-16,Red,stop_011,trip_01410,trip_01409,420,,300,Outbound,0
2025-01-17,Orange,stop_012,trip_01411,trip_01410,450,,300,Inbound,1
2025-01-18,Red,stop_013,trip_01412,trip_01411,480,,300,Outbound,0
2025-01-19,Orange,stop_014,trip_01413,trip_01412,510,,300,Inbound,1
2025-01-20,Red,stop_015,trip_01414,trip_01413,540,,300,Outbound,0
2025-01-21,Orange,stop_016,trip_01415,trip_01414,570,,300,Inbound,1
