service_date,route_id,stop_id,trip_id,event_type,event_time_sec,schedule_deviation_sec,direction,direction_id
2025-01-19,Orange,stop_006,trip_01165,DEP,18900,245,Inbound,1
2025-01-20,Red,stop_007,trip_01166,ARR,19080,246,Outbound,0
2025-01-21,Orange,stop_008,trip_01167,DEP,19260,247,Inbound,1
2025-01-22,Red,stop_009,trip_01168,ARR,19440,248,Outbound,0
2025-01-23,Orange,stop_010,trip_01169,DEP,19620,249,Inbound,1
2025-01-24,Red,stop_011,trip_01170,ARR,19800,250,Outbound,0
2025-01-25,Orange,stop_012,trip_01171,DEP,19980,251,Inbound,1
2025-01-26,Red,stop_013,trip_01172,ARR,20160,252,Outbound,0
2025-01-27,Orange,stop_014,trip_01173,DEP,20340,253,Inbound,1
2025-01-28,Red,stop_015,trip_01174,ARR,20520,254,Outbound,0
2025-01-29,Orange,stop_016,trip_01175,DEP,20700,255,Inbound,1
2025-01-30,Red,stop_017,trip_01176,ARR,20880,256,Outbound,0
2025-01-31,Orange,stop_018,trip_01177,DEP,21060,257,Inbound,1
2025-01-01,Red,stop_019,trip_01178,ARR,21240,258,Outbound,0
2025-01-02,Orange,stop_020,trip_01179,DEP,21420,259,Inbound,1
2025-01-03,Red,stop_021,trip_01180,ARR,18000,260,Outbound,0
2025-01-04,Orange,stop_022,trip_01181,DEP,18180,261,Inbound,1
2025-01-05,Red,stop_023,trip_01182,ARR,18360,262,Outbound,0
2025-01-06,Orange,stop_024,trip_01183,DEP,18540,263,Inbound,1
2025-01-07,Red,stop_025,trip_01184,ARR,18720,264,Outbound,0
2025-01-08,Orange,stop_026,trip_01185,DEP,18900,265,Inbound,1
2025-01-09,Red,stop_027,trip_01186,ARR,19080,266,Outbound,0
2025-01-10,Orange,stop_028,trip_01187,DEP,19260,267,Inbound,1
2025-01-11,Red,stop_029,trip_01188,ARR,19440,268,Outbound,0
2025-01-12,Orange,stop_030,trip_01189,DEP,19620,269,Inbound,1
2025-01-13,Red,stop_031,trip_01190,ARR,19800,270,Outbound,0
2025-01-14,Orange,stop_032,trip_01191,DEP,19980,271,Inbound,1
2025-01-15,Red,stop_033,trip_01192,ARR,20160,272,Outbound,0
2025-01-16,Orange,stop_034,trip_01193,DEP,20340,273,Inbound,1
2025-01-17,Red,stop_035,trip_01194,ARR,20520,274,Outbound,0
2025-01-18,Orange,stop_036,trip_01195,DEP,20700,275,Inbound,1
2025-01-19,Red,stop_037,trip_01196,ARR,20880,276,Outbound,0
2025-01-20,Orange,stop_038,trip_01197,DEP,21060,277,Inbound,1
2025-01-21,Red,stop_039,trip_01198,ARR,21240,278,Outbound,0
2025-01-22,Orange,stop_040,trip_01199,DEP,21420,279,Inbound,1
2025-01-23,Red,stop_001,trip_01200,ARR,18000,-120,Outbound,0
2025-01-24,Orange,stop_002,trip_01201,DEP,18180,-119,Inbound,1
2025-01-25,Red,stop_003,trip_01202,ARR,18360,-118,Outbound,0
2025-01-26,Orange,stop_004,trip_01203,DEP,18540,-117,Inbound,1
2025-01-27,Red,stop_005,trip_01204,ARR,18720,-116,Outbound,0
2025-01-28,Orange,stop_006,trip_01205,DEP,18900,-115,Inbound,1
2025-01-29,Red,stop_007,trip_01206,ARR,19080,-114,Outbound,0
2025-01-30,Orange,stop_008,trip_01207,DEP,19260,-113,Inbound,1
2025-01-31,Red,stop_009,trip_01208,ARR,19440,-112,Outbound,0
2025-01-01,Orange,stop_010,trip_01209,DEP,19620,-111,Inbound,1
2025-01-02,Red,stop_011,trip_01210,ARR,19800,-110,Outbound,0
2025-01-03,Orange,stop_012,trip_01211,DEP,19980,-109,Inbound,1
2025-01-04,Red,stop_013,trip_01212,ARR,20160,-108,Outbound,0
2025-01-05,Orange,stop_014,trip_01213,DEP,20340,-107,Inbound,1
2025-01-06,Red,stop_015,trip_01214,ARR,20520,-106,Outbound,0
2025-01-07,Orange,stop_016,trip_01215,DEP,20700,-105,Inbound,1
2025-01-08,Red,stop_017,trip_01216,ARR,20880,-104,Outbound,0
2025-01-09,Orange,stop_018,trip_01217,DEP,21060,-103,Inbound,1
2025-01-10,Red,stop_019,trip_01218,ARR,21240,-102,Outbound,0
2025-01-11,Orange,stop_020,trip_01219,DEP,21420,-101,Inbound,1
2025-01-12,Red,stop_021,trip_01220,ARR,18000,-100,Outbound,0
2025-01-13,Orange,stop_022,trip_01221,DEP,18180,-99,Inbound,1
2025-01-14,Red,stop_023,trip_01222,ARR,18360,-98,Outbound,0
2025-01-15,Orange,stop_024,trip_01223,DEP,18540,-97,Inbound,1
2025-01-16,Red,stop_025,trip_01224,ARR,18720,-96,Outbound,0
2025-01-17,Orange,stop_026,trip_01225,DEP,18900,-95,Inbound,1
2025-01-18,Red,stop_027,trip_01226,ARR,19080,-94,Outbound,0
2025-01-19,Orange,stop_028,trip_01227,DEP,19260,-93,Inbound,1
2025-01-20,Red,stop_029,trip_01228,ARR,19440,-92,Outbound,0
2025-01-21,Orange,stop_030,trip_01229,DEP,19620,-91,Inbound,1
2025-01-22,Red,stop_031,trip_01230,ARR,19800,-90,Outbound,0
2025-01-23,Orange,stop_032,trip_01231,DEP,19980,-89,Inbound,1
2025-01-24,Red,stop_033,trip_01232,ARR,20160,-88,Outbound,0
2025-01-25,Orange,stop_034,trip_01233,DEP,20340,-87,Inbound,1
2025-01-26,Red,stop_035,trip_01234,ARR,20520,-86,Outbound,0
2025-01-27,Orange,stop_036,trip_01235,DEP,20700,-85,Inbound,1
2025-01-28,Red,stop_037,trip_01236,ARR,20880,-84,Outbound,0
2025-01-29,Orange,stop_038,trip_01237,DEP,21060,-83,Inbound,1
2025-01-30,Red,stop_039,trip_01238,ARR,21240,-82,Outbound,0
2025-01-31,Orange,stop_040,trip_01239,DEP,21420,-81,Inbound,1
2025-01-01,Red,stop_001,trip_01240,ARR,18000,-80,Outbound,0
2025-01-02,Orange,stop_002,trip_01241,DEP,18180,-79,Inbound,1
2025-01-03,Red,stop_003,trip_01242,ARR,18360,-78,Outbound,0
2025-01-04,Orange,stop_004,trip_01243,DEP,18540,-77,Inbound,1
2025-01-05,Red,stop_005,trip_01244,ARR,18720,-76,Outbound,0
2025-01-06,Orange,stop_006,trip_01245,DEP,18900,-75,Inbound,1
2025-01-07,Red,stop_007,trip_01246,ARR,19080,-74,Outbound,0
2025-01-08,Orange,stop_008,trip_01247,DEP,19260,-73,Inbound,1
2025-01-09,Red,stop_009,trip_01248,ARR,19440,-72,Outbound,0
2025-01-10,Orange,stop_010,trip_01249,DEP,19620,-71,Inbound,1
2025-01-11,Red,stop_011,trip_01250,ARR,19800,-70,Outbound,0
2025-01-12,Orange,stop_012,trip_01251,DEP,19980,-69,Inbound,1
2025-01-13,Red,stop_013,trip_01252,ARR,20160,-68,Outbound,0
2025-01-14,Orange,stop_014,trip_01253,DEP,20340,-67,Inbound,1
2025-01-15,Red,stop_015,trip_01254,ARR,20520,-66,Outbound,0
2025-01-16,Orange,stop_016,trip_01255,DEP,20700,-65,Inbound,1
2025-01-17,Red,stop_017,trip_01256,ARR,20880,-64,Outbound,0
2025-01-18,Orange,stop_018,trip_01257,DEP,21060,-63,Inbound,1
2025-01-19,Red,stop_019,trip_01258,ARR,21240,-62,Outbound,0
2025-01-20,Orange,stop_020,trip_01259,DEP,21420,-61,Inbound,1
2025-01-21,Red,stop_021,trip_01260,ARR,18000,-60,Outbound,0
2025-01-22,Orange,stop_022,trip_01261,DEP,18180,-59,Inbound,1
2025-01-23,Red,stop_023,trip_01262,ARR,18360,-58,Outbound,0
2025-01-24,Orange,stop_024,trip_01263,DEP,18540,-57,Inbound,1
2025-01-25,Red,stop_025,trip_01264,ARR,18720,-56,Outbound,0
2025-01-26,Orange,stop_026,trip_01265,DEP,18900,-55,Inbound,1
2025-01-27,Red,stop_027,trip_01266,ARR,19080,-54,Outbound,0
2025-01-28,Orange,stop_028,trip_01267,DEP,19260,-53,Inbound,1
2025-01-29,Red,stop_029,trip_01268,ARR,19440,-52,Outbound,0
2025-01-30,Orange,stop_030,trip_01269,DEP,19620,-51,Inbound,1
2025-01-31,Red,stop_031,trip_01270,ARR,19800,-50,Outbound,0
2025-01-01,Orange,stop_032,trip_01271,DEP,19980,-49,Inbound,1
2025-01-02,Red,stop_033,trip_01272,ARR,20160,-48,Outbound,0
2025-01-03,Orange,stop_034,trip_01273,DEP,20340,-47,Inbound,1
2025-01-04,Red,stop_035,trip_01274,ARR,20520,-46,Outbound,0
2025-01-05,Orange,stop_036,trip_01275,DEP,20700,-45,Inbound,1
2025-01-06,Red,stop_037,trip_01276,ARR,20880,-44,Outbound,0
2025-01-07,Orange,stop_038,trip_01277,DEP,21060,-43,Inbound,1
2025-01-08,Red,stop_039,trip_01278,ARR,21240,-42,Outbound,0
2025-01-09,Orange,stop_040,trip_01279,DEP,21420,-41,Inbound,1
2025-01-10,Red,stop_001,trip_01280,ARR,18000,-40,Outbound,0
2025-01-11,Orange,stop_002,trip_01281,DEP,18180,-39,Inbound,1
2025-01-12,Red,stop_003,trip_01282,ARR,18360,-38,Outbound,0
2025-01-13,Orange,stop_004,trip_01283,DEP,18540,-37,Inbound,1
2025-01-14,Red,stop_005,trip_01284,ARR,18720,-36,Outbound,0
2025-01-15,Orange,stop_006,trip_01285,DEP,18900,-35,Inbound,1
2025-01-16,Red,stop_007,trip_01286,ARR,19080,-34,Outbound,0
2025-01-17,Orange,stop_008,trip_01287,DEP,19260,-33,Inbound,1
2025-01-18,Red,stop_009,trip_01288,ARR,19440,-32,Outbound,0
2025-01-19,Orange,stop_010,trip_01289,DEP,19620,-31,Inbound,1
2025-01-20,Red,stop_011,trip_01290,ARR,19800,-30,Outbound,0
2025-01-21,Orange,stop_012,trip_01291,DEP,19980,-29,Inbound,1
2025-01-22,Red,stop_013,trip_01292,ARR,20160,-28,Outbound,0
2025-01-23,Orange,stop_014,trip_01293,DEP,20340,-27,Inbound,1
2025-01-24,Red,stop_015,trip_01294,ARR,20520,-26,Outbound,0
2025-01-25,Orange,stop_016,trip_01295,DEP,20700,-25,Inbound,1
2025-01-26,Red,stop_017,trip_01296,ARR,20880,-24,Outbound,0
2025-01-27,Orange,stop_018,trip_01297,DEP,21060,-23,Inbound,1
2025-01-28,Red,stop_019,trip_01298,ARR,21240,-22,Outbound,0
2025-01-29,Orange,stop_020,trip_01299,DEP,21420,-21,Inbound,1
2025-01-30,Red,stop_021,trip_01300,ARR,18000,-20,Outbound,0
2025-01-31,Orange,stop_022,trip_01301,DEP,18180,-19,Inbound,1
2025-01-01,Red,stop_023,trip_01302,ARR,18360,-18,Outbound,0
2025-01-02,Orange,stop_024,trip_01303,DEP,18540,-17,Inbound,1
2025-01-03,Red,stop_025,trip_01304,ARR,18720,-16,Outbound,0
2025-01-04,Orange,stop_026,trip_01305,DEP,18900,-15,Inbound,1
2025-01-05,Red,stop_027,trip_01306,ARR,19080,-14,Outbound,0
2025-01-06,Orange,stop_028,trip_01307,DEP,19260,-13,Inbound,1
2025-01-07,Red,stop_029,trip_01308,ARR,19440,-12,Outbound,0
2025-01-08,Orange,stop_030,trip_01309,DEP,19620,-11,Inbound,1
2025-01-09,Red,stop_031,trip_01310,ARR,19800,-10,Outbound,0
2025-01-10,Orange,stop_032,trip_01311,DEP,19980,-9,Inbound,1
2025-01-11,Red,stop_033,trip_01312,ARR,20160,-8,Outbound,0
2025-01-12,Orange,stop_034,trip_01313,DEP,20340,-7,Inbound,1
2025-01-13,Red,stop_035,trip_01314,ARR,20520,-6,Outbound,0
2025-01-14,Orange,stop_036,trip_01315,DEP,20700,-5,Inbound,1
2025-01-15,Red,stop_037,trip_01316,ARR,20880,-4,Outbound,0
2025-01-16,Orange,stop_038,trip_01317,DEP,21060,-3,Inbound,1
2025-01-17,Red,stop_039,trip_01318,ARR,21240,-2,Outbound,0
2025-01-18,Orange,stop_040,trip_01319,DEP,21420,-1,Inbound,1
2025-01-19,Red,stop_001,trip_01320,ARR,18000,0,Outbound,0
2025-01-20,Orange,stop_002,trip_01321,DEP,18180,1,Inbound,1
2025-01-21,Red,stop_003,trip_01322,ARR,18360,2,Outbound,0
2025-01-22,Orange,stop_004,trip_01323,DEP,18540,3,Inbound,1
2025-01-23,Red,stop_005,trip_01324,ARR,18720,4,Outbound,0
2025-01-24,Orange,stop_006,trip_01325,DEP,18900,5,Inbound,1
2025-01-25,Red,stop_007,trip_01326,ARR,19080,6,Outbound,0
2025-01-26,Orange,stop_008,trip_01327,DEP,19260,7,Inbound,1
2025-01-27,Red,stop_009,trip_01328,ARR,19440,8,Outbound,0
2025-01-28,Orange,stop_010,trip_01329,DEP,19620,9,Inbound,1
2025-01-29,Red,stop_011,trip_01330,ARR,19800,10,Outbound,0
2025-01-30,Orange,stop_012,trip_01331,DEP,19980,11,Inbound,1
2025-01-31,Red,stop_013,trip_01332,ARR,20160,12,Outbound,0
2025-01-01,Orange,stop_014,trip_01333,DEP,20340,13,Inbound,1
2025-01-02,Red,stop_015,trip_01334,ARR,20520,14,Outbound,0
2025-01-03,Orange,stop_016,trip_01335,DEP,20700,15,Inbound,1
2025-01-04,Red,stop_017,trip_01336,ARR,20880,16,Outbound,0
2025-01-05,Orange,stop_018,trip_01337,DEP,21060,17,Inbound,1
2025-01-06,Red,stop_019,trip_01338,ARR,21240,18,Outbound,0
2025-01-07,Orange,stop_020,trip_01339,DEP,21420,19,Inbound,1
2025-01-08,Red,stop_021,trip_01340,ARR,18000,20,Outbound,0
2025-01-09,Orange,stop_022,trip_01341,DEP,18180,21,Inbound,1
2025-01-10,Red,stop_023,trip_01342,ARR,18360,22,Outbound,0
2025-01-11,Orange,stop_024,trip_01343,DEP,18540,23,Inbound,1
2025-01-12,Red,stop_025,trip_01344,ARR,18720,24,Outbound,0
2025-01-13,Orange,stop_026,trip_01345,DEP,18900,25,Inbound,1
2025-01-14,Red,stop_027,trip_01346,ARR,19080,26,Outbound,0
2025-01-15,Orange,stop_028,trip_01347,DEP,19260,27,Inbound,1
2025-01-16,Red,stop_029,trip_01348,ARR,19440,28,Outbound,0
2025-01-17,Orange,stop_030,trip_01349,DEP,19620,29,Inbound,1
2025-01-18,Red,stop_031,trip_01350,ARR,19800,30,Outbound,0
2025-01-19,Orange,stop_032,trip_01351,DEP,19980,31,Inbound,1
2025-01-20,Red,stop_033,trip_01352,ARR,20160,32,Outbound,0
2025-01-21,Orange,stop_034,trip_01353,DEP,20340,33,Inbound,1
2025-01-22,Red,stop_035,trip_01354,ARR,20520,34,Outbound,0
2025-01-23,Orange,stop_036,trip_01355,DEP,20700,35,Inbound,1
2025-01-24,Red,stop_037,trip_01356,ARR,20880,36,Outbound,0
2025-01-25,Orange,stop_038,trip_01357,DEP,21060,37,Inbound,1
2025-01-26,Red,stop_039,trip_01358,ARR,21240,38,Outbound,0
2025-01-27,Orange,stop_040,trip_01359,DEP,21420,39,Inbound,1
2025-01-28,Red,stop_001,trip_01360,ARR,18000,40,Outbound,0
2025-01-29,Orange,stop_002,trip_01361,DEP,18180,41,Inbound,1
2025-01-30,Red,stop_003,trip_01362,ARR,18360,42,Outbound,0
2025-01-31,Orange,stop_004,trip_01363,DEP,18540,43,Inbound,1
2025-01-01,Red,stop_005,trip_01364,ARR,18720,44,Outbound,0
2025-01-02,Orange,stop_006,trip_01365,DEP,18900,45,Inbound,1
2025-01-03,Red,stop_007,trip_01366,ARR,19080,46,Outbound,0
2025-01-04,Orange,stop_008,trip_01367,DEP,19260,47,Inbound,1
2025-01-05,Red,stop_009,trip_01368,ARR,19440,48,Outbound,0
2025-01-06,Orange,stop_010,trip_01369,DEP,19620,49,Inbound,1
2025-01-07,Red,stop_011,trip_01370,ARR,19800,50,Outbound,0
2025-01-08,Orange,stop_012,trip_01371,DEP,19980,51,Inbound,1
2025-01-09,Red,stop_013,trip_01372,ARR,20160,52,Outbound,0
2025-01-10,Orange,stop_014,trip_01373,DEP,20340,53,Inbound,1
2025-01-11,Red,stop_015,trip_01374,ARR,20520,54,Outbound,0
2025-01-12,Orange,stop_016,trip_01375,DEP,20700,55,Inbound,1
2025-01-13,Red,stop_017,trip_01376,ARR,20880,56,Outbound,0
2025-01-14,Orange,stop_018,trip_01377,DEP,21060,57,Inbound,1
2025-01-15,Red,stop_019,trip_01378,ARR,21240,58,Outbound,0
2025-01-16,Orange,stop_020,trip_01379,DEP,21420,59,Inbound,1
2025-01-17,Red,stop_021,trip_01380,ARR,18000,60,Outbound,0
2025-01-18,Orange,stop_022,trip_01381,DEP,18180,61,Inbound,1
2025-01-19,Red,stop_023,trip_01382,ARR,18360,62,Outbound,0
2025-01-20,Orange,stop_024,trip_01383,DEP,18540,63,Inbound,1
2025-01-21,Red,stop_025,trip_01384,ARR,18720,64,Outbound,0
2025-01-22,Orange,stop_026,trip_01385,DEP,18900,65,Inbound,1
2025-01-23,Red,stop_027,trip_01386,ARR,19080,66,Outbound,0
2025-01-24,Orange,stop_028,trip_01387,DEP,19260,67,Inbound,1
2025-01-25,Red,stop_029,trip_01388,ARR,19440,68,Outbound,0
2025-01-26,Orange,stop_030,trip_01389,DEP,19620,69,Inbound,1
2025-01-27,Red,stop_031,trip_01390,ARR,19800,70,Outbound,0
2025-01-28,Orange,stop_032,trip_01391,DEP,19980,71,Inbound,1
2025-01-29,Red,stop_033,trip_01392,ARR,20160,72,Outbound,0
2025-01-30,Orange,stop_034,trip_01393,DEP,20340,73,Inbound,1
2025-01-31,Red,stop_035,trip_01394,ARR,20520,74,Outbound,0
2025-01-01,Orange,stop_036,trip_01395,DEP,20700,75,Inbound,1
2025-01-02,Red,stop_037,trip_01396,ARR,20880,76,Outbound,0
2025-01-03,Orange,stop_038,trip_01397,DEP,21060,77,Inbound,1
2025-01-04,Red,stop_039,trip_01398,ARR,21240,78,Outbound,0
2025-01-05,Orange,stop_040,trip_01399,DEP,21420,79,Inbound,1
2025-01-06,Red,stop_001,trip_01400,ARR,18000,80,Outbound,0
2025-01-07,Orange,stop_002,trip_01401,DEP,18180,81,Inbound,1
2025-01-08,Red,stop_003,trip_01402,ARR,18360,82,Outbound,0
2025-01-09,Orange,stop_004,trip_01403,DEP,18540,83,Inbound,1
2025-01-10,Red,stop_005,trip_01404,ARR,18720,84,Outbound,0
2025-01-11,Orange,stop_006,trip_01405,DEP,18900,85,Inbound,1
2025-01-12,Red,stop_007,trip_01406,ARR,19080,86,Outbound,0
2025-01-13,Orange,stop_008,trip_01407,DEP,19260,87,Inbound,1
2025-01-14,Red,stop_009,trip_01408,ARR,19440,88,Outbound,0
2025-01-15,Orange,stop_010,trip_01409,DEP,19620,89,Inbound,1
2025-01-16,Red,stop_011,trip_01410,ARR,19800,90,Outbound,0
2025-01-17,Orange,stop_012,trip_01411,DEP,19980,91,Inbound,1
2025-01-18,Red,stop_013,trip_01412,ARR,20160,92,Outbound,0
2025-01-19,Orange,stop_014,trip_01413,DEP,20340,93,Inbound,1
2025-01-20,Red,stop_015,trip_01414,ARR,20520,94,Outbound,0
2025-01-21,Orange,stop_016,trip_01415,DEP,20700,95,Inbound,1
2025-01-22,Red,stop_017,trip_01416,ARR,20880,96,Outbound,0
2025-01-23,Orange,stop_018,trip_01417,DEP,21060,97,Inbound,1
2025-01-24,Red,stop_019,trip_01418,ARR,21240,98,Outbound,0
2025-01-25,Orange,stop_020,trip_01419,DEP,21420,99,Inbound,1
2025-01-26,Red,stop_021,trip_01420,ARR,18000,100,Outbound,0
2025-01-27,Orange,stop_022,trip_01421,DEP,18180,101,Inbound,1
2025-01-28,Red,stop_023,trip_01422,ARR,18360,102,Outbound,0
2025-01-29,Orange,stop_024,trip_01423,DEP,18540,103,Inbound,1
2025-01-30,Red,stop_025,trip_01424,ARR,18720,104,Outbound,0
2025-01-31,Orange,stop_026,trip_01425,DEP,18900,105,Inbound,1
2025-01-01,Red,stop_027,trip_01426,ARR,19080,106,Outbound,0
2025-01-02,Orange,stop_028,trip_01427,DEP,19260,107,Inbound,1
2025-01-03,Red,stop_029,trip_01428,ARR,19440,108,Outbound,0
2025-01-04,Orange,stop_030,trip_01429,DEP,19620,109,Inbound,1
2025-01-05,Red,stop_031,trip_01430,ARR,19800,110,Outbound,0
2025-01-06,Orange,stop_032,trip_01431,DEP,19980,111,Inbound,1
2025-01-07,Red,stop_033,trip_01432,ARR,20160,112,Outbound,0
2025-01-08,Orange,stop_034,trip_01433,DEP,20340,113,Inbound,1
2025-01-09,Red,stop_035,trip_01434,ARR,20520,114,Outbound,0
2025-01-10,Orange,stop_036,trip_01435,DEP,20700,115,Inbound,1
2025-01-11,Red,stop_037,trip_01436,ARR,20880,116,Outbound,0
2025-01-12,Orange,stop_038,trip_01437,DEP,21060,117,Inbound,1
2025-01-13,Red,stop_039,trip_01438,ARR,21240,118,Outbound,0
2025-01-14,Orange,stop_040,trip_01439,DEP,21420,119,Inbound,1
2025-01-15,Red,stop_001,trip_01440,ARR,18000,120,Outbound,0
2025-01-16,Orange,stop_002,trip_01441,DEP,18180,121,Inbound,1
2025-01-17,Red,stop_003,trip_01442,ARR,18360,122,Outbound,0
2025-01-18,Orange,stop_004,trip_01443,DEP,18540,123,Inbound,1
2025-01-19,Red,stop_005,trip_01444,ARR,18720,124,Outbound,0
2025-01-20,Orange,stop_006,trip_01445,DEP,18900,125,Inbound,1
2025-01-21,Red,stop_007,trip_01446,ARR,19080,126,Outbound,0
2025-01-22,Orange,stop_008,trip_01447,DEP,19260,127,Inbound,1
2025-01-23,Red,stop_009,trip_01448,ARR,19440,128,Outbound,0
2025-01-24,Orange,stop_010,trip_01449,DEP,19620,129,Inbound,1
2025-01-25,Red,stop_011,trip_01450,ARR,19800,130,Outbound,0
2025-01-26,Orange,stop_012,trip_01451,DEP,19980,131,Inbound,1
2025-01-27,Red,stop_013,trip_01452,ARR,20160,132,Outbound,0
2025-01-28,Orange,stop_014,trip_01453,DEP,20340,133,Inbound,1
2025-01-29,Red,stop_015,trip_01454,ARR,20520,134,Outbound,0
2025-01-30,Orange,stop_016,trip_01455,DEP,20700,135,Inbound,1
2025-01-31,Red,stop_017,trip_01456,ARR,20880,136,Outbound,0
2025-01-01,Orange,stop_018,trip_01457,DEP,21060,137,Inbound,1
2025-01-02,Red,stop_019,trip_01458,ARR,21240,138,Outbound,0
2025-01-03,Orange,stop_020,trip_01459,DEP,21420,139,Inbound,1
2025-01-04,Red,stop_021,trip_01460,ARR,18000,140,Outbound,0
2025-01-05,Orange,stop_022,trip_01461,DEP,18180,141,Inbound,1
2025-01-06,Red,stop_023,trip_01462,ARR,18360,142,Outbound,0
2025-01-07,Orange,stop_024,trip_01463,DEP,18540,143,Inbound,1
2025-01-08,Red,stop_025,trip_01464,ARR,18720,144,Outbound,0
2025-01-09,Orange,stop_026,trip_01465,DEP,18900,145,Inbound,1
2025-01-10,Red,stop_027,trip_01466,ARR,19080,146,Outbound,0
2025-01-11,Orange,stop_028,trip_01467,DEP,19260,147,Inbound,1
2025-01-12,Red,stop_029,trip_01468,ARR,19440,148,Outbound,0
2025-01-13,Orange,stop_030,trip_01469,DEP,19620,149,Inbound,1
2025-01-14,Red,stop_031,trip_01470,ARR,19800,150,Outbound,0
2025-01-15,Orange,stop_032,trip_01471,DEP,19980,151,Inbound,1
2025-01-16,Red,stop_033,trip_01472,ARR,20160,152,Outbound,0
2025-01-17,Orange,stop_034,trip_01473,DEP,20340,153,Inbound,1
2025-01-18,Red,stop_035,trip_01474,ARR,20520,154,Outbound,0
2025-01-19,Orange,stop_036,trip_01475,DEP,20700,155,Inbound,1
2025-01-20,Red,stop_037,trip_01476,ARR,20880,156,Outbound,0
2025-01-21,Orange,stop_038,trip_01477,DEP,21060,157,Inbound,1
2025-01-22,Red,stop_039,trip_01478,ARR,21240,158,Outbound,0
2025-01-23,Orange,stop_040,trip_01479,DEP,21420,159,Inbound,1
2025-01-24,Red,stop_001,trip_01480,ARR,18000,160,Outbound,0
2025-01-25,Orange,stop_002,trip_01481,DEP,18180,161,Inbound,1
2025-01-26,Red,stop_003,trip_01482,ARR,18360,162,Outbound,0
2025-01-27,Orange,stop_004,trip_01483,DEP,18540,163,Inbound,1
2025-01-28,Red,stop_005,trip_01484,ARR,18720,164,Outbound,0
2025-01-29,Orange,stop_006,trip_01485,DEP,18900,165,Inbound,1
2025-01-30,Red,stop_007,trip_01486,ARR,19080,166,Outbound,0
2025-01-31,Orange,stop_008,trip_01487,DEP,19260,167,Inbound,1
2025-01-01,Red,stop_009,trip_01488,ARR,19440,168,Outbound,0
2025-01-02,Orange,stop_010,trip_01489,DEP,19620,169,Inbound,1
2025-01-03,Red,stop_011,trip_01490,ARR,19800,170,Outbound,0
2025-01-04,Orange,stop_012,trip_01491,DEP,19980,171,Inbound,1
2025-01-05,Red,stop_013,trip_01492,ARR,20160,172,Outbound,0
2025-01-06,Orange,stop_014,trip_01493,DEP,20340,173,Inbound,1
2025-01-07,Red,stop_015,trip_01494,ARR,20520,174,Outbound,0
2025-01-08,Orange,stop_016,trip_01495,DEP,20700,175,Inbound,1
2025-01-09,Red,stop_017,trip_01496,ARR,20880,176,Outbound,0
2025-01-10,Orange,stop_018,trip_01497,DEP,21060,177,Inbound,1
2025-01-11,Red,stop_019,trip_01498,ARR,21240,178,Outbound,0
2025-01-12,Orange,stop_020,trip_01499,DEP,21420,179,Inbound,1
2025-01-13,Red,stop_021,trip_01500,ARR,18000,180,Outbound,0
2025-01-14,Orange,stop_022,trip_01501,DEP,18180,181,Inbound,1
2025-01-15,Red,stop_023,trip_01502,ARR,18360,182,Outbound,0
2025-01-16,Orange,stop_024,trip_01503,DEP,18540,183,Inbound,1
2025-01-17,Red,stop_025,trip_01504,ARR,18720,184,Outbound,0
2025-01-18,Orange,stop_026,trip_01505,DEP,18900,185,Inbound,1
2025-01-19,Red,stop_027,trip_01506,ARR,19080,186,Outbound,0
2025-01-20,Orange,stop_028,trip_01507,DEP,19260,187,Inbound,1
2025-01-21,Red,stop_029,trip_01508,ARR,19440,188,Outbound,0
2025-01-22,Orange,stop_030,trip_01509,DEP,19620,189,Inbound,1
2025-01-23,Red,stop_031,trip_01510,ARR,19800,190,Outbound,0
2025-01-24,Orange,stop_032,trip_01511,DEP,19980,191,Inbound,1
2025-01-25,Red,stop_033,trip_01512,ARR,20160,192,Outbound,0
2025-01-26,Orange,stop_034,trip_01513,DEP,20340,193,Inbound,1
2025-01-27,Red,stop_035,trip_01514,ARR,20520,194,Outbound,0
2025-01-28,Orange,stop_036,trip_01515,DEP,20700,195,Inbound,1
2025-01-29,Red,stop_037,trip_01516,ARR,20880,196,Outbound,0
2025-01-30,Orange,stop_038,trip_01517,DEP,21060,197,Inbound,1
2025-01-31,Red,stop_039,trip_01518,ARR,21240,198,Outbound,0
2025-01-01,Orange,stop_040,trip_01519,DEP,21420,199,Inbound,1
2025-01-02,Red,stop_001,trip_01520,ARR,18000,200,Outbound,0
2025-01-03,Orange,stop_002,trip_01521,DEP,18180,201,Inbound,1
2025-01-04,Red,stop_003,trip_01522,ARR,18360,202,Outbound,0
2025-01-05,Orange,stop_004,trip_01523,DEP,18540,203,Inbound,1
2025-01-06,Red,stop_005,trip_01524,ARR,18720,204,Outbound,0
2025-01-07,Orange,stop_006,trip_01525,DEP,18900,205,Inbound,1
2025-01-08,Red,stop_007,trip_01526,ARR,19080,206,Outbound,0
2025-01-09,Orange,stop_008,trip_01527,DEP,19260,207,Inbound,1
2025-01-10,Red,stop_009,trip_01528,ARR,19440,208,Outbound,0
2025-01-11,Orange,stop_010,trip_01529,DEP,19620,209,Inbound,1
2025-01-12,Red,stop_011,trip_01530,ARR,19800,210,Outbound,0
2025-01-13,Orange,stop_012,trip_01531,DEP,19980,211,Inbound,1
2025-01-14,Red,stop_013,trip_01532,ARR,20160,212,Outbound,0
